dep,last_date,path_data,n_jobs,time,id_uuid
all,18-02-2025,../../data/scraper_2/18-02-2025.csv,1285,45.90129065513611,739724e4-d1ba-43e5-986a-ff245d2bf97d
all,18-02-2025,../../data/scraper_1/18-02-2025.csv,6661,19.67216205596924,41035e8b-0e9c-4018-881c-3e717f2edcda
