dep,last_date,path_data,n_jobs,time,id_uuid
all,20-02-2025,../../data/scraper_1/20-02-2025.csv,6631,13.224621772766112,a6c360b1-7c1f-4c4a-bb85-fc3804e43ca1
all,20-02-2025,../../data/scraper_2/20-02-2025.csv,1274,48.03912949562073,53dd9959-0e34-45c2-b716-e06298315b04
